ft	n.s	ns.rt	n.v	seed	ve.fr	ve.mu	ve.sd	sd0.p0	sd0.p1	sd1.p0	sd1.p1	sd2.p0	sd2.p1	sd3.p0	sd3.p1	sd4.p0	sd4.p1	sd5.p0	sd5.p1	sd6.p0	sd6.p1
tck	100	3	512	NL	0.05	0	1	0.0106111317196018	0.0173182921355417	0.0102671319032559	0.0186172286347561	0.00905155326083507	0.0189352790474751	0.00768121775606556	0.0209773339112272	0.00702361098572002	0.0187175207567768	0.00544131433851103	0.0221597400399446	0.0104243909707741	0.0358923023189237
tck	100	3	512	NL	0.05	0	1	0.0116913849696076	0.000269477406020679	0.0109155660742815	0.000241428210264294	0.00982189449437354	0.000247769350573357	0.00993946363302589	0.000354661223056607	0.013887502418807	0.000723716440173883	0.0277111759394297	0.00112078536856608	0.0317358001454644	0.00175225095589737
tck	100	3	512	NL	0.05	0	1	0.0237784295119515	0.000685018671813697	0.0246659436035125	0.000661336724256723	0.0223839545383147	0.000734284674057673	0.0343612996535876	0.00114297601332414	0.0477488768172796	0.000917225449101555	0.0493606625140024	0.00133151454613745	0.0518913954205672	0.0017017317953486
tck	100	3	512	NL	0.05	0	1	0.000922306870925205	0.000221022159053952	0.000867604258779076	0.000240539478219781	0.000823704291685656	0.000266905323208055	0.000718599620507354	0.000321864854259113	0.00214119041413596	0.000508595036484039	0.00569471982560288	0.000857593079504615	0.0112437335475223	0.000967459650069946
tck	100	3	512	NL	0.05	0	1	0.00841781728240798	0.00532384278045295	0.00847011040053736	0.00487948857710641	0.00781302677520468	0.00333668556457889	0.0107638292333105	0.00251427442628771	0.0166164750097314	0.0066353837504125	0.027768618343887	0.0100485140767577	0.037064951683388	0.00997781404208853
tck	100	3	512	NL	0.05	0	1	0.00496388500135292	0.00463343083624723	0.00497717448984059	0.0052234099997952	0.00432014269434866	0.00548961117115565	0.00393935672552992	0.00629828850581449	0.00316174150775028	0.0218696937977547	0.00388066365856443	0.0129418013792293	0.00285420254897528	0.0123884607691004
tck	100	3	512	NL	0.05	0	1	0.00533829948457509	0.00529566929506675	0.00550980865198936	0.00490303087752753	0.00647302889392387	0.00529551425947328	0.0115098618691069	0.00417424939035504	0.0308745777060871	0.0110803079283601	0.0536993788187969	0.0212137902269365	0.069202135392228	0.0259092884255886
tck	100	3	512	NL	0.05	0	1	0.0109685174615807	0.00136727815502713	0.0108947240175978	0.00135200953833059	0.0115934205039951	0.00125461931323778	0.0118107695383091	0.00124146738686348	0.0189802062623237	0.00040445071230355	0.0417939853578586	0.000293999321988814	0.0367285246866245	0.00031355813666345
tck	100	3	512	NL	0.05	0	1	0.0204057309720422	0.0010594784514435	0.0191986516505351	0.00116257088071481	0.0175020311839083	0.00139130723662306	0.0168038096885222	0.00125036987035876	0.0141219821777093	0.00166657979760843	0.0158776388325224	0.00217130777250896	0.0145735541476504	0.00355782316530706
tck	100	3	512	NL	0.05	0	1	0.0346054836334431	0.00939348356614045	0.0365199493956494	0.0092304368055951	0.0372990222208014	0.00860096792833998	0.0366940044218685	0.0137531619775312	0.0455608433992238	0.0210863909282433	0.051407182840747	0.0168544500514759	0.060357544274908	0.0165574610741608
tck	100	3	512	NL	0.05	0	1	0.00843143914126421	5.03069592981964e-05	0.00785843104602724	3.78494511239502e-05	0.0111497029424396	2.91170626439685e-05	0.0162349309971119	6.32137819860379e-05	0.0335622171974913	0.00013932119927762	0.0488297898702521	0.00020305320496572	0.0532128900072207	0.000220161814814102
tck	100	3	512	NL	0.05	0	1	0.00384083694968651	0.00223212237979531	0.0040881978601246	0.00244948051682758	0.0036853102530755	0.00256923064055958	0.00464634210750603	0.00197431820717875	0.0067436096948833	0.00171024290922972	0.00613784524074434	0.00297578710415314	0.00624434435212806	0.00206604305848901
tck	100	3	512	NL	0.05	0	1	0.00635165611761601	0.00294524444385136	0.00617410424054954	0.00281286022572713	0.00562481438275386	0.00290762303745484	0.00605041782696847	0.00562866879721968	0.00479722517322334	0.00874882656104026	0.00366107936380522	0.0104017771937166	0.00348286150611155	0.00796377614244304
tck	100	3	512	NL	0.05	0	1	0.00637977261230194	0.0018802731995109	0.0061859791139206	0.00180037920262566	0.00631851405026074	0.00160649993583906	0.00832575928838741	0.00191375106746428	0.0111898677486302	0.00204092345736884	0.0205972722882533	0.00317303614193354	0.0196761188895025	0.00465120375169037
tck	100	3	512	NL	0.05	0	1	0.00628208238403327	0.00389751659218673	0.00726664597687643	0.00337094695068596	0.00924751466195839	0.00310573395147795	0.00853326643262209	0.00536403706874933	0.015249328305024	0.00498392619814081	0.0196302852167074	0.00331091256268057	0.023462845386924	0.00338163334608876
tck	100	3	512	NL	0.05	0	1	0.00130274793416674	0.000291017527377591	0.0013246096267957	0.000318027036646518	0.0014249924986115	0.000316398087324865	0.00262766671175507	0.000354993614183563	0.00467413714324638	0.000480599539580795	0.0124070324921639	0.000522446970032009	0.015262640125929	0.000340361672859668
tck	100	3	512	NL	0.05	0	1	0.00991542842314064	0.00100225164768575	0.0100057102183336	0.000964891739700491	0.0097149335910186	0.00102434226380432	0.0076258857170427	0.00119248151034079	0.00762698926277139	0.00150427366278616	0.00587235551796061	0.00136012022444665	0.00789928372018056	0.00137746017257423
tck	100	3	512	NL	0.05	0	1	0.00565390019692225	0.0250742796061818	0.00563795779724252	0.0253679891095955	0.00639861703156208	0.0269184385548163	0.00801565066154675	0.0385101091787745	0.00967238634950973	0.0547892953435342	0.00687522930324003	0.0662832848407118	0.00752135539317778	0.0606598075527343
tck	100	3	512	NL	0.05	0	1	0.00358247878188889	0.00280766816926581	0.00384516970921411	0.00289313144059955	0.00459711919250816	0.00356755181919888	0.00740453713474021	0.00475350876148239	0.0136006458010283	0.00843328081072914	0.0138078167238898	0.0105184611861651	0.011514228442586	0.0106575317556056
tck	100	3	512	NL	0.05	0	1	0.0138259954657193	0.00447834237058142	0.0143815482358005	0.00454386426711584	0.0138245978475505	0.004686858037796	0.0180333113005664	0.0053293535391381	0.0172555298346408	0.0100319093987942	0.0176867935749221	0.0126712143005063	0.0191982982058899	0.0136534350167199
tck	100	3	512	NL	0.05	0	1	0.000720341814821279	0.000753397373186693	0.00072238899163013	0.000793056878852783	0.000727478093517364	0.000842825095944466	0.000742791768734818	0.00087075760286115	0.00101598190241625	0.00128564905911066	0.00125335495811196	0.00144536815019791	0.0013966143977413	0.0019291543880775
tck	100	3	512	NL	0.05	0	1	0.00616998397991142	8.62701607321492e-05	0.00683880831232198	8.22756683236392e-05	0.00636532843609039	0.000103742250860517	0.00559191290041205	7.61109916282976e-05	0.0024858311841085	5.82098807403453e-05	0.00199500938625485	5.67246230498419e-05	0.00142255626445331	5.60464213833489e-05
tck	100	3	512	NL	0.05	0	1	0.00179604021873769	0.0121308493296297	0.00181931860366147	0.0127496272780271	0.00252841365539136	0.0120989474752423	0.00635339336977692	0.0115378897919978	0.0101288777585831	0.00783430477176272	0.0052284936242516	0.0131324559487536	0.00400300665958797	0.0142236819013499
tck	100	3	512	NL	0.05	0	1	0.0313718498322345	0.000134614111854559	0.0324146739431028	0.000136052589396196	0.0420163825520752	0.000202097392967504	0.037975859927815	0.000130379460992036	0.0256677148971419	6.27647195006187e-05	0.0173075817931587	1.43848097485799e-05	0.0180774423457861	7.20602866643993e-06
tck	100	3	512	NL	0.05	0	1	0.00159532701302623	0.00464042838002277	0.00162418338606163	0.00480946792031878	0.0017111817212101	0.00500871482508669	0.00192097511500156	0.00614054543810971	0.00363859755194951	0.0065941856244276	0.00679881356820822	0.00947826091548909	0.00777489823370336	0.00858901647168586
tck	100	3	512	NL	0.05	0	1	0.0067153679462747	1.15169489043332e-05	0.00702523462560334	1.10862423320368e-05	0.00716250654108741	1.03140358783671e-05	0.00731596560613967	1.05746600435053e-05	0.0140258686759664	1.24546141212489e-05	0.0143454417363021	2.9286706463294e-05	0.0280927594471223	7.56593700466102e-05
tck	100	3	512	NL	0.05	0	1	0.000474725533138654	0.0155561229415792	0.000464140649823364	0.0163506633023628	0.000464678789055206	0.0159119889074018	0.000391779312169049	0.0230360977779717	0.000465932975014516	0.0208952916070801	0.00166324698667242	0.0166466816485812	0.00340237609098759	0.0142434585447921
tck	100	3	512	NL	0.05	0	1	0.000987298493803301	0.000714142593573275	0.000972389353009584	0.000795824960640346	0.000811044419378737	0.000957472164286433	0.0014945272165392	0.000647333725764421	0.00314874000141796	0.000457511723722881	0.00527093856955574	0.000508881471063205	0.00519348727363633	0.000403207384863213
tck	100	3	512	NL	0.05	0	1	0.0364040745736238	0.00689578185174999	0.0353070097646018	0.00601310686122292	0.0395865700724806	0.00517833745454666	0.0331568328694195	0.00496271400275539	0.0157407970341714	0.00770770875228954	0.020867446171196	0.00870230612566625	0.0321987966780332	0.0064664535229737
tck	100	3	512	NL	0.05	0	1	0.000298665264945708	0.0250397447446594	0.000296753955516538	0.0249289379982431	0.00032100496383547	0.0290354227398861	0.00051603094000563	0.0277111845363593	0.00127145876060264	0.0342797986631258	0.00256902362074929	0.0364557897486042	0.00278982736286859	0.0488481383682251
tck	100	3	512	NL	0.05	0	1	0.00337515494756524	0.00594783954086875	0.0032342460118342	0.00519999134168903	0.00301952149739182	0.00416834729391535	0.00340601297905496	0.0062134641939553	0.00317048844506118	0.00744509352328315	0.00368634997847495	0.00711689705275109	0.00541465825920806	0.00708581163753286
