"ft" "n.s" "ns.rt" "n.v" "seed" "ve.fr" "ve.mu" "ve.sd" "e0.p0" "e0.p1" "e1.p0" "e1.p1" "e2.p0" "e2.p1" "e3.p0" "e3.p1" "e4.p0" "e4.p1" "e5.p0" "e5.p1" "e6.p0" "e6.p1" "e7.p0" "e7.p1"
"45" "tck" 100 3 512 "NL" 0.05 0 1 0.731221896330849 0.0530195729678267 0.787485866858448 0.0453451722609683 0.726915523809415 0.0471494291719136 0.686423539548992 0.0162460605124904 0.759052138618448 0.00951644648872318 0.678829566292324 0.0256001116038138 0.712742700343552 0.03343926020703 0.564382724623468 0.0146860863014562
"46" "tck" 100 3 512 "NL" 0.05 0 1 0.0896278944257941 0.0995288506440183 0.0620132897413819 0.0856018990941014 0.086309678843937 0.09934859580206 0.0966900498010863 0.078383932746475 0.116154481129825 0.0752473213250868 0.178443918545125 0.174574622752353 0.259640748323613 0.0922900103587564 0.163863404405367 0.0583888637757717
"47" "tck" 100 3 512 "NL" 0.05 0 1 0.637048594150271 0.180757030581724 0.529450270720511 0.161961355649943 0.586802603966511 0.181475946447038 0.57549542793572 0.0936406705776471 0.335912639444925 0.0422800300893439 0.388396301476155 0.0203735645843417 0.586551640210692 0.0118681520366704 0.745260871575327 0.395128381714971
"48" "tck" 100 3 512 "NL" 0.05 0 1 0.584628872998959 0.0424369297526702 0.56400720856034 0.0323505755840849 0.606987368495588 0.0414901149971563 0.590597475025661 0.0260820155915098 0.634855725119674 0.0130911224061414 0.584740295125564 0.0264862365870735 0.413590434169249 0.0627382009897597 0.747267060530133 0.374547341936797
"49" "tck" 100 3 512 "NL" 0.05 0 1 0.83361630981814 0.000146790789214202 0.826039784981996 8.85840493907164e-05 0.83050875763384 0.000159287888562343 0.829917280345267 0.000181553801264389 0.741110135741598 0.000350285020180974 0.750870280616256 0.000303373334430534 0.873569283368212 0.00114296946770287 0.84891625346588 0.000824172863242101
"50" "tck" 100 3 512 "NL" 0.05 0 1 0.129854158509407 0.0398213687703268 0.17218568016803 0.0683183745349 0.16703657353614 0.0431426470176991 0.188419009109444 0.0676607391800004 0.128959259413829 0.0652211942063243 0.106826729613745 0.0275330130858866 0.0946968495758289 0.0837224655401512 0.620613031302932 0.0496482453347327
"51" "tck" 100 3 512 "NL" 0.05 0 1 0.509990175227989 0.385359537783684 0.52221341707418 0.234401668542209 0.496268990085706 0.27027439133434 0.677218303355367 0.191547469796206 0.406193013079728 0.366862325214792 0.69105000177006 0.551232408144486 0.685878726021166 0.427608130619775 0.203355294816979 0.373131185581978
"52" "tck" 100 3 512 "NL" 0.05 0 1 0.497872963823006 0.412650627229102 0.347222294578178 0.41271059396559 0.440194130207589 0.365166790298297 0.369635955402507 0.382161220249512 0.451617211668067 0.47597620225893 0.504786723340269 0.336658132547935 0.292479909412461 0.500923753085513 0.234063317359051 0.295277793109462
"53" "tck" 100 3 512 "NL" 0.05 0 1 0.0589231231171981 0.0282313325447201 0.0835352683513503 0.0269179314989193 0.0904636097484638 0.0190713841800029 0.0715670308168841 0.0258046600461793 0.0562357464602425 0.0205889965106176 0.0326343754828695 0.0195014446937662 0.176106804586931 0.0754131258911035 0.256624865890384 0.0486900009714577
"54" "tck" 100 3 512 "NL" 0.05 0 1 0.925107088210497 0.00199875997505716 0.870502780626367 0.00248261636987501 0.886292140930363 0.00408106259893981 0.845336617240631 0.00494315014666658 0.848853265293481 0.00616136429327463 0.57621124176063 0.00557743423116208 0.67243439222956 0.0056332508592748 0.918907153682319 0.0111114329312587
"55" "tck" 100 3 512 "NL" 0.05 0 1 0.435135916416239 0.266452645959963 0.395447808502011 0.251430588999424 0.401818825760286 0.268881949709666 0.433437172735647 0.243523110983989 0.372047726900987 0.280815367459518 0.362375407817118 0.307680230398465 0.480930413674737 0.506600519391388 0.389282405106713 0.53623609973808
"56" "tck" 100 3 512 "NL" 0.05 0 1 0.933547935287469 0.912967067753379 0.947402963073453 0.950685863959064 0.96466473051635 0.944070649792732 0.961119690150207 0.943073043330163 0.958787442760121 0.907792410252616 0.948297282327409 0.921971634424801 0.834605074067714 0.932217699166258 0.611569887320754 0.968526948432206
"57" "tck" 100 3 512 "NL" 0.05 0 1 0.0565323789612993 0.00226103092845764 0.0493154415656869 0.00196830935619707 0.0410065668953306 0.00248972097691902 0.0376158358029639 0.00549857593261949 0.0342457892722455 0.0220884456432292 0.0842866220729018 0.0106239039456745 0.0940014917297352 0.022518206210238 0.126639148853243 0.00458222073799064
"58" "tck" 100 3 512 "NL" 0.05 0 1 0.268317377581146 0.0898089128439324 0.363518553396581 0.0948643669327526 0.415136430788393 0.0550200941464288 0.418046886808896 0.1032612163677 0.403210826782125 0.206535742980446 0.392325376123608 0.171901070729031 0.87151540709362 0.235608982836465 0.712684767909606 0.322277017151816
"59" "tck" 100 3 512 "NL" 0.05 0 1 0.731459423008602 0.00104709261279945 0.731511215880669 0.000912683105326439 0.742895124009304 0.00134020957314618 0.657489021942047 0.00107434647262783 0.526032971026534 0.000893350077881272 0.696303393616623 0.000872259616178872 0.388615758881701 0.00351886584463901 0.790797810750619 0.00921260076681452
"60" "tck" 100 3 512 "NL" 0.05 0 1 0.283943853220048 0.130960650896431 0.28928037191591 0.256577721277116 0.265708646745231 0.190522774964506 0.28123928113259 0.178396799902109 0.372820557647609 0.215197841182196 0.39062652441084 0.240018789796588 0.344553808417324 0.318106648242623 0.316989407345183 0.22337189632821
"61" "tck" 100 3 512 "NL" 0.05 0 1 0.50185248259084 0.00132322024311049 0.5496800296641 0.0095721931539573 0.75679255610534 0.00246931263503392 0.743138191526039 0.000176529008833359 0.738061889612499 0.000445211362539277 0.675299589741925 0.000775611052800773 0.807004312865428 0.00054179156257772 0.634827355133391 0.000553333190657646
"62" "tck" 100 3 512 "NL" 0.05 0 1 0.127004860461207 0.48967024537214 0.107718743257476 0.362712862586054 0.129345714506037 0.483536172634789 0.077799306924672 0.434761294383023 0.0676674826820197 0.423459706893975 0.124242141328099 0.600677772213752 0.0101898560154585 0.476085085315538 0.477519975881269 0.856141194251815
"63" "tck" 100 3 512 "NL" 0.05 0 1 0.940003067467836 0.180396710425581 0.922763908483195 0.150744703420898 0.957079314322299 0.219792620829947 0.956331247332729 0.23367278399145 0.946084820262734 0.314115965897735 0.875970266111431 0.402956877817768 0.985103990882675 0.310467621890578 0.968806560876219 0.531264690782904
"64" "tck" 100 3 512 "NL" 0.05 0 1 0.739993779246352 0.872893814425579 0.682085715786335 0.948637982168738 0.710000226996923 0.955816753784701 0.614401140843834 0.9655673723394 0.673771629751837 0.890988161341824 0.565766297571896 0.871330143003581 0.992105523430226 0.796320650621841 0.986977318181514 0.791270191506856
"65" "tck" 100 3 512 "NL" 0.05 0 1 0.555699715106002 0.0848756971273462 0.596128789584819 0.0946073498612734 0.613574871427025 0.10076791827712 0.521585614081641 0.0930655265086111 0.413639451826445 0.0941775650720671 0.27201861743134 0.126856964152216 0.197750174464732 0.264670500790495 0.893188024997316 0.114873017561705
"66" "tck" 100 3 512 "NL" 0.05 0 1 0.582514220424765 0.0162135820867864 0.532019808724109 0.0216025838496052 0.611541033631594 0.0233456455077155 0.515599775017077 0.016470262026449 0.56840250051946 0.00959977561128655 0.599174347551696 0.0127051651240335 0.622791774035098 0.0212131550742758 0.716309049962843 0.0409057014994179
"67" "tck" 100 3 512 "NL" 0.05 0 1 0.0430935690320883 0.032913335230244 0.0280354578336248 0.0257589521329672 0.0262594140672057 0.0278857279560311 0.0415408579726897 0.0273451950757191 0.0296737427215721 0.0407396496846166 0.0353647043299499 0.0364617828551652 0.027999428217113 0.0692638611417377 0.0879488946844016 0.122671963289616
"68" "tck" 100 3 512 "NL" 0.05 0 1 0.59900874389634 0.41590118243497 0.823063299503932 0.467759034200748 0.845063248082861 0.405957291180153 0.835075381969856 0.641256124566655 0.865359717447553 0.622449072558309 0.887411473748642 0.608998608298323 0.536147411132726 0.623446522677082 0.563158434218568 0.684766488104167
"69" "tck" 100 3 512 "NL" 0.05 0 1 0.998500365113227 0.254355086695918 0.998542463582157 0.193129319048031 0.997559237359932 0.155695976566031 0.9978345009938 0.226608270880876 0.996431257026247 0.186437512687236 0.995556574208744 0.491696578858812 0.987889101565099 0.244946186778865 0.936456682640513 0.195396823144734
"70" "tck" 100 3 512 "NL" 0.05 0 1 0.736321559402674 0.0156569548318256 0.794176326945223 0.0136722972556066 0.866789966365236 0.0146834845273096 0.856023011277776 0.015127837406675 0.859783372094729 0.0173674145865951 0.802733572893493 0.0313967169761121 0.599149131512769 0.114747545524499 0.881560809605284 0.148363825957933
"71" "tck" 100 3 512 "NL" 0.05 0 1 0.996173028331251 0.00165767887803314 0.995684291843166 0.00231988066391753 0.993717254982084 0.000887260416289504 0.992119361248639 0.00104232871120447 0.988660010594692 0.0014164553218754 0.979256039869261 0.00548943620352804 0.981968512311473 0.00184312045567459 0.94830274970984 0.00297735587631032
"72" "tck" 100 3 512 "NL" 0.05 0 1 0.596069288924314 0.000344666753945067 0.60230660894942 0.000305873984792426 0.461368934194459 0.000392552015556658 0.568748938036738 0.000599026763947519 0.587424493081632 0.000381449623900521 0.611131317920299 0.000531699836488153 0.451383702443526 0.00805571797252713 0.745427236804711 0.00359269718204969
"73" "tck" 100 3 512 "NL" 0.05 0 1 0.434988453268404 0.428071044053411 0.55683916473213 0.311291427187253 0.503251714453198 0.381110287881292 0.553501757422534 0.302506034010556 0.513385472753528 0.289285475718447 0.594592730262783 0.147035328640269 0.62956366785316 0.503397878482307 0.185740867949841 0.437614730884757
"74" "tck" 100 3 512 "NL" 0.05 0 1 0.675362554593992 0.0116391243034188 0.453403422657534 0.00100430418806619 0.579350185483469 0.00082226722642087 0.375463677380293 0.00164445273976255 0.115881655995279 0.00200406155953847 0.238774619909004 0.00740582636329479 0.824034128034404 0.00630081478670586 0.902311969383146 0.0035499413602279
"75" "tck" 100 3 512 "NL" 0.05 0 1 0.0109917596686714 0.00461405191199626 0.00893943121591412 0.00525760530954078 0.011355317966345 0.00736920276477204 0.0219593553577095 0.00583826732913628 0.0414706927405204 0.0128413214396589 0.0296168553780158 0.00892864407768046 0.0134278070405627 0.0167245019417025 0.0235179184568397 0.0108924769253651
"76" "tck" 100 3 512 "NL" 0.05 0 1 0.395882930126147 0.020794860113282 0.402122533332934 0.0325907690814574 0.440890472360824 0.0167222366599243 0.320248168403074 0.0189841500044348 0.198407333109916 0.0196487649613494 0.296080495766062 0.0434485993598138 0.108515850656035 0.0356085309878271 0.577693274928535 0.00974688971451321
"77" "tck" 100 3 512 "NL" 0.05 0 1 0.112222330193084 0.890678788821007 0.085887768057769 0.948761444981214 0.0718604105808934 0.796372364017852 0.047251433257028 0.832366985490449 0.066089414831818 0.861369372938508 0.0892800411039527 0.837882510825208 0.186438485509804 0.674244425058419 0.489136294889436 0.369099274577694
"78" "tck" 100 3 512 "NL" 0.05 0 1 0.312196850211537 0.327902379628902 0.285019615917446 0.331112230835253 0.331390854342451 0.323844274885382 0.341100859794958 0.527551049525441 0.387413779631301 0.714101601606148 0.385787464366285 0.733032929778658 0.47351412024127 0.372991123120918 0.158350029182848 0.321435540560049
"79" "tck" 100 3 512 "NL" 0.05 0 1 0.889376145814931 0.0645660402852293 0.86180031534747 0.0499396547128707 0.817190309423792 0.082295746187834 0.802853826939235 0.0563272346465377 0.690479828658088 0.0743692721025345 0.85739552503018 0.114557256061995 0.987386888590745 0.029880656876719 0.796136388463102 0.116567016737888
"80" "tck" 100 3 512 "NL" 0.05 0 1 0.282212079319592 0.556201468224764 0.211761334489629 0.549316728897367 0.219621981211459 0.459483204134703 0.21385009282401 0.52640613960724 0.144451136454692 0.63797355891516 0.085700551966668 0.634130540614718 0.0752743240877642 0.613094588166961 0.310092659337619 0.633971867682793
"81" "tck" 100 3 512 "NL" 0.05 0 1 0.918709395428254 0.0539703278700191 0.902578255025688 0.0658018402271726 0.924183121482429 0.0675617114947795 0.909086077075717 0.065455897330887 0.766907667491895 0.0373402536883503 0.670801602233399 0.0473976210991542 0.854731973998574 0.0450500719195793 0.914122450538901 0.0534048013053312
"82" "tck" 100 3 512 "NL" 0.05 0 1 0.409026311749148 0.355079785453607 0.447232938807545 0.282913561754428 0.496267260643348 0.191058147273322 0.492941375458946 0.149856747826501 0.547191687668744 0.150209006327857 0.625482540742601 0.108252496169025 0.343899536923881 0.18256990866245 0.0498423308821281 0.207123500894316
"83" "tck" 100 3 512 "NL" 0.05 0 1 0.939394578049401 0.0024404711312912 0.915712236972762 0.00209826649376987 0.945693375758383 0.00243187900598762 0.947927126354048 0.00294382878348376 0.904481522870393 0.00711315578173966 0.923142743789144 0.00431522969099252 0.970848069231417 0.00177161779303914 0.919266700277676 0.0100915188310318
"84" "tck" 100 3 512 "NL" 0.05 0 1 0.971964721919472 0.198938855196439 0.954375735822037 0.189112446279468 0.925555212374802 0.433058241777568 0.898546151935656 0.573992297164024 0.95520569342323 0.636059535103945 0.842902355863063 0.396570586821511 0.884951770805145 0.47427136259935 0.707415345020758 0.423825697554959
